86 50 0
11 45 1
76 19 1
39 50 1
85 55 0
47 44 1
44 15 1
59 92 0
10 90 0
86 30 0
31 55 1
30 49 1
65 49 0
7 39 1
37 52 1
26 62 1
36 19 1
64 22 1
15 75 1
33 45 1
7 60 1
97 78 0
98 24 0
81 69 0
64 2 1
17 94 0
97 61 0
66 83 0
62 16 1
17 71 1
9 33 1
13 46 1
74 38 0
29 30 1
47 53 0
45 25 1
90 15 0
87 70 0
13 40 1
17 43 1
81 55 0
73 64 0
63 53 0
52 64 0
14 30 1
57 84 0
76 19 1
63 76 0
21 45 1
49 52 0
23 56 1
85 91 0
5 76 1
95 37 0
40 68 0
90 8 1
67 52 0
65 38 0
97 85 0
25 100 0
47 49 1
65 65 0
27 34 1
60 62 0
5 64 1
6 40 1
62 13 1
58 40 1
35 38 1
75 32 0
19 38 1
65 14 1
46 3 1
22 52 1
29 6 1
34 51 1
5 27 1
77 21 1
20 81 0
62 34 1
17 61 1
79 8 1
65 16 1
84 56 0
91 27 0
89 0 1
36 35 1
92 78 0
79 94 0
50 34 1
35 12 1
21 88 0
77 15 1
90 66 0
85 13 1
44 45 1
78 24 0
94 77 0
9 68 1
91 5 1
52 46 1
98 12 0
12 84 1
31 69 0
80 75 0
10 52 1
3 94 1
30 57 1
92 36 0
80 26 0
17 73 1
10 58 1
77 11 1
78 15 1
88 29 0
11 30 1
4 91 1
10 98 0
39 79 0
43 56 1
58 1 1
3 66 1
90 16 0
42 82 0
63 65 0
81 4 1
17 16 1
62 3 1
22 76 1
19 57 1
21 48 1
27 37 1
10 74 1
43 95 0
70 98 0
85 62 0
66 17 1
53 22 1
66 58 0
3 59 1
7 68 1
68 40 0
90 86 0
98 23 0
84 78 0
75 18 1
21 61 1
9 30 1
20 10 1
10 94 0
19 69 1
86 49 0
0 82 1
26 96 0
40 11 1
5 26 1
43 53 1
57 30 1
71 40 0
12 74 1
10 22 1
86 92 0
93 10 0
41 81 0
70 84 0
63 37 0
100 89 0
62 22 1
39 18 1
85 83 0
27 83 0
71 36 0
85 18 0
90 17 0
85 92 0
29 4 1
55 83 0
80 15 1
48 52 0
95 47 0
28 45 1
38 32 1
48 98 0
91 92 0
34 70 0
6 1 1
72 47 0
18 74 1
24 14 1
49 75 0
50 20 1
33 50 1
88 68 0
55 32 1
81 77 0
